"geneName","24","26","28","30","32","34","36","38","40","42","44","46","48","50","52","54","56","58","60","62","64","66","68","70"
"Myo81F",1.58509,1.26141,1.02594,1.83826,0.929526,0.762559,0.276135,1.26784,0.477093,0.767484,0.25364,1.21678,0.667934,0.431581,0.685921,0.677335,0.436841,0.224424,0.454837,0.70524,1.09611,0.448122,0.433179,0.679711
"Pzl",0,0.253417,0.515281,0,0,0.255331,0,0,0,0,0,0,0.223647,0.216762,0,0,0,0,0,0,0,0,0,0
"spok",0,1.90181,0.966752,0.989834,0,0.958087,0,0,0,0,0,1.83453,0,0.813364,0,0.851011,0,0.845907,0,0,0,0,0,0
"Parp",54.1477,47.9771,57.99,61.5941,25.5336,54.7847,64.7666,40.185,37.3002,43.7864,49.3074,33.4243,36.6956,18.6949,28.5044,26.7164,27.2303,23.7108,32.6769,38.7451,17.1392,25.5662,16.9335,25.3738
"Alg-2",150.324,115.895,133.894,122.011,88.557,127.386,161.45,129.724,110.831,101.499,109.899,90.6832,79.9877,60.8309,76.3891,90.7553,64.993,86.6962,87.8529,79.7678,54.9316,81.8772,52.0108,80.4287
"Tim17b",643.837,591.413,527.257,482.956,505.209,603.746,722.108,541.463,525.995,488.887,567.126,391.624,447.867,347.263,389.17,412.248,437.68,430.611,487.382,447.419,330.735,331.103,353.577,415.447
"CG41128",365.765,271.09,302.109,407.002,115.249,304.653,467.909,398.231,167.602,327.767,387.86,341.961,184.034,138.235,141.742,125.971,108.325,143.766,150.384,140.877,203.855,166.684,134.272,173.233
"CG41099",97.2467,52.3305,70.0811,120.19,46.842,69.9476,91.1353,81.5381,64.673,100.477,95.7173,78.3047,71.2862,60.7644,64.5191,71.6454,50.0284,61.4524,69.7672,73.1045,38.6058,60.0108,20.9483,50.1618
"CG42402",18.298,20.0759,28.6495,15.1911,23.1284,36.0767,15.5425,20.0695,10.572,22.2217,24.4143,21.8109,14.638,5.93212,8.76055,21.3691,11.1054,10.3974,10.3588,15.9905,14.8531,4.54303,8.0529,13.4235
"Gfat1",37.8658,28.1776,0.70453,51.1197,34.6958,58.2181,25.6981,32.2759,87.7597,72.8505,73.598,28.3344,48.1495,22.6033,66.5636,23.3824,34.2513,17.3765,62.8197,53.8592,67.9385,21.2999,48.5415,29.1872
"CG40198",6.76276,7.26839,0,1.89149,1.67377,0,2.35626,1.82637,1.71817,5.52793,3.24646,4.15311,1.60364,0,0,3.25242,0.931889,3.23291,2.91084,1.6932,0,0,3.69631,3.26383
"CG12581",11.6708,17.8919,15.7295,18.0006,22.2919,25.9803,9.28967,14.5728,20.2866,22.4412,18.1028,33.5062,33.724,35.9003,33.9711,25.6091,23.89,35.7872,25.3401,25.1394,28.2941,29.0484,38.8977,21.9223
"Dsk",244.103,245.708,166.535,318.069,281.458,279.303,268.941,215.301,282.968,313.05,348.378,221.822,275.225,239.807,222.683,248.088,267.276,274.622,195.936,240.696,238.145,274.178,311.011,280.078
"beta-Man",0.0319279,36.8097,2.28778e-05,0.000452694,23.9826,15.1646,0,1.65958,2.71005,3.14055e-07,0,0.146721,45.3941,21.4403,26.902,0.210856,9.9791,0.000271067,0.00233674,3.53642,42.0639,26.1341,29.1852,36.4406
"CG14636",2.422,1.17314,2.35145,3.69018,0,3.49556,2.5316,0,4.37397,1.17271,2.38771,2.23108,2.0412,2.96754,6.42488,4.13986,0,1.02876,3.12745,3.23281,4.11715,2.05418,7.02088,4.19113
"aux",27.69,45.3115,2.02571,7.35485e-06,44.7304,43.9594,2.9693e-05,1.62376,1.37598,37.3848,2.23353,0.54562,0.291305,2.27602,0.000756686,43.07,40.9849,35.5893,0,0.521051,35.1872,42.8615,0.00139482,40.9903
"CG31516",0,0,0,0,0,1.01675,0,0,0,1.02331,0,0,0.890579,0,0.914561,0.903114,0,1.79539,0,0,0,0,0,2.71885
"DhpD",33.5584,48.2874,37.9878,49.6608,42.4426,49.3798,44.4247,54.6431,64.1978,54.7635,33.1808,46.5513,53.5092,52.3536,38.7662,47.0711,59.4602,67.5472,55.3086,54.0392,74.0901,59.6306,54.8356,58.1815
"CG14641",33.8808,36.6686,35.0868,39.2924,47.6841,41.2921,36.5944,28.1839,32.6328,36.0905,36.8662,35.3714,37.12,29.5198,27.3679,35.7121,30.8133,33.5791,40.8325,39.1932,56.2295,45.9768,42.5918,43.586
"abs",7.91076,10.9119,11.0938,13.9799,20.8756,9.30291,12.8624,6.74932,14.2863,16.1724,16.0341,17.8131,28.8902,28.7188,19.0181,24.7896,23.9818,14.9339,20.4298,17.9894,19.6934,21.6191,20.1776,20.3536
"Gel",671.736,718.979,621.77,736.431,799.833,703.135,598.447,603.342,759.655,690.752,694.325,751.769,775.656,761.162,793.187,791.265,808.166,825.903,858.787,840.968,851.284,887.033,736.087,828.154
"CG14642",0,0,0,2.62731,0,0,0,0,0,0,0,0,2.22748,0,0,0,0,0,3.41286,0,0,2.24165,0,0
"CG34305",20.587,39.3194,13.3249,6.82151,18.109,19.8082,7.17286,13.1734,49.5717,13.2907,19.7656,25.2856,34.7004,44.8428,29.6957,29.324,5.67367,40.8074,23.6296,42.7449,34.1668,29.1009,50.635,47.083
"TwdlF",0,0,0,0,0,0,0,1.38521,0,0,0,0,0,1.17883,1.24902,0,0,0,0,0,0,0,0,0
"TwdlG",0,0,7.65738,0,2.26396,0,0,3.51568,5.15506,0.255436,8.10813,0,11.125,2.88416,0.342436,0,5.5115,10.4008,0,0,1.91686,0.223717,1.25588,0
"CG14644",5.21482,0,0,3.45586,0,0,0,0,0,0,0,0,1.46497,0,1.50442,0,0,0,0,0,1.44244,0,0,0
"TwdlV",0,0,0,1.67181,0,0,0,0,0,0,0,0,1.41739,0,0,0,0,0,0,0,0,0,0,1.44238
"Or82a",9.26137,8.84419,19.4818,10.7406,8.14658,11.8813,20.9743,14.8156,6.96892,5.97902,7.40987,2.84377,3.90262,5.0433,4.00771,11.8726,7.65714,13.1127,14.6164,10.9882,5.12347,11.7823,7.59296,6.61905
"CG1092",91.0447,67.7162,62.0391,103.994,57.5994,60.2848,106.396,69.0424,94.3644,61.8801,84.8059,55.2158,94.9368,79.9108,42.6735,99.7528,71.9079,92.2367,80.7119,74.977,68.7928,64.4612,62.4034,79.151
"CG9766",37.6838,37.1109,29.7261,29.2653,24.8608,21.5282,33.2344,30.5184,27.6471,22.8076,33.9189,23.8653,20.8417,22.1239,31.5949,19.1222,23.3672,30.0119,22.3024,31.4369,20.5213,12.9841,20.2749,15.1495
"cpx",280.825,422.944,302.837,402.501,392.402,307.569,173.215,245.659,186.787,401.209,363.754,486.146,467.781,283.023,214.029,370.599,228.442,325.134,328.772,269.657,327.504,339.047,212.914,239.731
"CG9780",170.792,185.305,128.45,161.008,205.249,136.556,95.5461,100.822,144.083,127.344,127.025,167.67,173.673,184.045,181.82,169.95,180.322,183.235,156.689,184.086,200.944,214.902,198.532,182.237
